,customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport
468,8896-RAZCR,Female,0,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service
856,8374-UULRV,Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes
6682,9589-ABEPT,Male,0,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes
4893,4432-ADRLB,Male,0,No,No,2,Yes,No,DSL,No,No,No,No
5474,4912-PIGUY,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No
2870,1400-WIVLL,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,Yes
2200,6296-DDOOR,Female,0,No,No,19,Yes,No,DSL,No,Yes,No,No
6676,5274-XHAKY,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,No,No
1293,3022-BEXHZ,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes
773,5842-POCOP,Female,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,Yes,No
2324,2774-LVQUS,Female,1,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes
2115,8984-HPEMB,Female,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
3927,4390-KYULV,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service
6099,7711-GQBZC,Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
2535,2000-DHJUY,Female,1,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes
5546,7880-XSOJX,Male,0,No,No,4,No,No phone service,DSL,Yes,Yes,No,Yes
4204,4395-PZMSN,Male,1,No,No,5,Yes,No,Fiber optic,No,Yes,No,No
5309,0704-VCUMB,Female,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service
869,0323-XWWTN,Male,0,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
1655,7963-GQRMY,Female,0,Yes,Yes,3,Yes,No,DSL,No,No,No,No
3262,5498-TXHLF,Female,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,No
3075,5569-IDSEY,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No
5191,5982-PSMKW,Female,0,Yes,Yes,23,Yes,Yes,DSL,Yes,Yes,Yes,Yes
1055,3486-NPGST,Female,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service
6347,7718-RXDGG,Male,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No
5958,6859-RKMZJ,Male,0,Yes,No,11,Yes,No,DSL,No,No,No,No
5123,8020-BWHYL,Female,1,No,No,15,Yes,No,Fiber optic,No,Yes,No,No
6326,3249-VHRIP,Female,0,No,No,62,No,No phone service,DSL,No,Yes,Yes,No
151,3874-EQOEP,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No
508,4636-QRJKY,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,Yes
234,1984-GPTEH,Female,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
467,5968-XQIVE,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,No
5890,0383-CLDDA,Female,0,No,No,69,Yes,Yes,DSL,Yes,No,Yes,Yes
1178,0125-LZQXK,Male,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,Yes
4999,1699-TLDLZ,Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2890,1732-VHUBQ,Female,1,Yes,Yes,47,Yes,No,Fiber optic,No,No,No,No
6710,4342-HFXWS,Female,0,Yes,Yes,48,Yes,No,DSL,Yes,No,Yes,Yes
1390,8039-ACLPL,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,No
3612,0491-KAPQG,Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No
5197,7566-DSRLQ,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes
562,3701-SFMUH,Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No
4558,8063-GBATB,Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,No,No
2679,7341-LXCAF,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No
4811,5175-AOBHI,Female,0,No,No,4,Yes,No,DSL,No,No,No,No
2038,9172-JITSM,Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No
6755,9003-CPATH,Male,0,No,No,42,Yes,Yes,Fiber optic,No,No,Yes,No
5772,8645-KOMJQ,Male,0,Yes,Yes,69,Yes,Yes,DSL,No,Yes,Yes,Yes
2322,1306-RPWXZ,Female,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service
1251,7595-EUIVN,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No
4510,6368-NWMCE,Female,0,No,No,38,Yes,Yes,DSL,No,Yes,No,Yes
3063,1666-JXLKU,Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No
172,6727-IOTLZ,Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes
1651,8580-AECUZ,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No
1355,5624-RYAMH,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service
6546,9828-QHFBK,Male,0,No,No,24,Yes,No,DSL,Yes,No,No,No
4561,9415-TPKRV,Female,0,Yes,Yes,8,Yes,Yes,DSL,No,Yes,No,No
1650,3049-NDXFL,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No
4086,2235-EZAIK,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes
1283,4389-UEFCZ,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No
6441,5084-OOVCJ,Female,0,Yes,Yes,17,Yes,No,DSL,Yes,No,No,Yes
5180,0361-HJRDX,Female,0,No,No,68,No,No phone service,DSL,Yes,Yes,Yes,Yes
3045,9114-AAFQH,Female,0,Yes,No,48,Yes,No,DSL,No,Yes,Yes,No
477,4431-EDMIQ,Female,0,Yes,Yes,7,Yes,No,DSL,Yes,Yes,Yes,Yes
3819,6174-NRBTZ,Male,0,No,No,46,No,No phone service,DSL,Yes,No,No,No
6351,1842-EZJMK,Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,No,Yes
1328,6475-VHUIZ,Female,0,Yes,No,23,Yes,No,DSL,No,No,Yes,Yes
6021,3752-CQSJI,Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service
4493,8606-OEGQZ,Female,0,No,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
1017,9361-YNQWJ,Female,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
6222,0130-SXOUN,Male,0,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No
323,7102-JJVTX,Female,0,Yes,Yes,9,Yes,No,DSL,Yes,No,No,No
2339,4094-NSEDU,Female,1,No,No,21,Yes,Yes,Fiber optic,No,No,No,No
3204,6772-WFQRD,Male,0,No,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2413,7021-XSNYE,Male,0,Yes,Yes,7,No,No phone service,DSL,Yes,No,Yes,Yes
2135,4010-YLMVT,Female,0,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No
5084,8966-OIQHG,Female,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service
166,3376-BMGFE,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No
7010,0723-DRCLG,Female,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No
6150,5222-IMUKT,Male,0,No,No,32,Yes,No,Fiber optic,No,No,No,No
6087,8319-QBEHW,Male,0,No,Yes,26,No,No phone service,DSL,No,Yes,No,No
4854,1337-BOZWO,Male,0,Yes,Yes,18,No,No phone service,DSL,No,Yes,Yes,No
6787,3174-RKMOW,Male,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,Yes,Yes,Yes
3295,4900-MSOMT,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes
1495,4472-VESGY,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No
3962,8972-HJWNV,Female,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No
6664,4480-MBMLB,Female,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,Yes,No
3379,0396-HUJBP,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service
6067,1397-XKKWR,Male,0,No,No,7,No,No phone service,DSL,Yes,No,Yes,No
1197,8944-AILEF,Male,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service
6288,3422-GALYP,Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No
2050,4872-JCVCA,Female,0,Yes,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes
3786,0064-YIJGF,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,No,No,No
4209,4385-ZKVNW,Male,0,Yes,Yes,44,Yes,No,DSL,No,Yes,No,Yes
1622,2361-UPSND,Female,0,Yes,No,46,Yes,No,DSL,Yes,Yes,No,Yes
2013,7328-OWMOM,Female,0,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service
1967,0565-IYCGT,Male,0,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes
1922,8201-AAXCB,Male,0,Yes,Yes,25,Yes,Yes,DSL,No,No,No,No
5590,0487-VVUVK,Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service
1422,3870-SPZSI,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
998,2545-LXYVJ,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service
134,2372-HWUHI,Male,0,No,No,2,Yes,No,DSL,No,No,No,No
2087,3806-DXQOM,Female,0,No,No,4,No,No phone service,DSL,Yes,Yes,No,No
3800,7973-DZRKH,Female,0,No,Yes,66,Yes,Yes,Fiber optic,Yes,No,Yes,Yes
5774,9761-XUJWD,Male,0,No,No,5,Yes,No,DSL,No,Yes,No,Yes
857,2207-NHRJK,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No
3772,0684-AOSIH,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,No
6789,7839-QRKXN,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service
3450,0100-DUVFC,Male,1,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No
6671,5090-EMGTC,Female,0,Yes,No,59,Yes,No,Fiber optic,No,Yes,No,Yes
224,5961-VUSRV,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2374,9101-NTIXF,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service
5688,9585-KKMFD,Male,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service
6668,2832-KJCRD,Female,0,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes
2766,1229-RCALF,Female,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
3527,3746-EUBYR,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No
365,1010-DIAUQ,Male,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,No
2995,2209-XADXF,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No
6916,7242-EDTYC,Male,0,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service
3004,3801-HMYNL,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No
5518,9574-RKJIF,Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,Yes,Yes,No,No
3611,5693-PIPCS,Male,0,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes
2178,1657-DYMBM,Male,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service
5742,5135-GRQJV,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
2442,2205-YMZZJ,Male,1,No,No,7,Yes,Yes,Fiber optic,No,No,No,No
614,7138-GIRSH,Male,0,No,No,50,Yes,Yes,DSL,No,No,Yes,Yes
594,9244-ZVAPM,Male,0,No,No,1,Yes,No,DSL,No,No,No,No
5532,8174-LNWMW,Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service
515,9412-GHEEC,Male,0,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes
4131,2876-VBBBL,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service
6162,9000-PLFUZ,Female,1,Yes,No,60,No,No phone service,DSL,No,Yes,No,No
2198,9798-DRYDS,Female,0,Yes,Yes,17,Yes,Yes,DSL,No,No,Yes,Yes
1290,3108-PCCGG,Male,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No
5409,6005-OBZPH,Female,1,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,No
3455,7274-RTAPZ,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No
3224,4013-UBXWQ,Female,0,No,No,7,Yes,Yes,DSL,No,No,No,Yes
1954,5834-ASPWA,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No
5637,4423-JWZJN,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,No,Yes,No
4312,1431-AIDJQ,Male,0,Yes,Yes,33,Yes,No,DSL,No,Yes,Yes,Yes
1758,5848-FHRFC,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service
1804,6016-LVTJQ,Female,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service
5866,7526-IVLYU,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service
6034,7353-YOWFP,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service
5923,8035-PWSEV,Female,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,Yes
3416,0603-OLQDC,Male,0,No,Yes,12,Yes,No,DSL,Yes,No,No,No
974,0604-THJFP,Female,0,Yes,Yes,59,Yes,No,DSL,No,Yes,No,Yes
6028,1871-MOWRM,Male,0,Yes,No,12,Yes,No,Fiber optic,Yes,No,No,Yes
1452,0222-CNVPT,Male,1,No,No,52,No,No phone service,DSL,Yes,No,No,No
6413,7739-LAXOG,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No
6722,5481-NTDOH,Female,1,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,No
5577,4163-HFTUK,Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2588,5780-INQIK,Female,0,No,No,8,Yes,No,DSL,No,No,No,Yes
1029,4184-TJFAN,Female,1,Yes,Yes,3,Yes,No,Fiber optic,Yes,No,No,Yes
2685,5781-BKHOP,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No
4900,7137-RYLPP,Male,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No
2066,1852-QSWCD,Male,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
5583,2657-ALMWY,Female,1,Yes,No,26,Yes,No,Fiber optic,No,Yes,No,No
5991,8063-RJYNF,Male,0,No,No,16,Yes,No,Fiber optic,Yes,No,No,No
171,1875-QIVME,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes
4406,3714-XPXBW,Female,0,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes
4375,9896-UYMIE,Male,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
2615,9297-EONCV,Female,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes
1891,4193-ORFCL,Female,1,No,No,1,Yes,No,DSL,No,No,No,No
2483,7641-EUYET,Male,1,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No
1534,7876-DNYAP,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service
5404,8910-ICHIU,Female,0,No,No,46,Yes,No,Fiber optic,Yes,Yes,Yes,No
2463,7994-UYIVZ,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No
2555,1849-RJYIG,Female,0,No,No,8,Yes,No,DSL,Yes,No,No,No
1837,1349-WXNGG,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service
5513,0248-PGHBZ,Female,1,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,Yes
1108,9397-TZSHA,Female,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
1194,8967-SZQAS,Female,0,No,No,14,Yes,No,DSL,No,Yes,No,No
283,9577-WJVCQ,Female,0,No,No,68,Yes,Yes,DSL,Yes,No,No,No
6683,9388-ZEYVT,Male,0,No,No,43,No,No phone service,DSL,No,No,Yes,Yes
4689,2832-SCUCO,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service
794,4257-GAESD,Female,0,No,No,6,No,No phone service,DSL,No,No,No,No
3288,1843-TLSGD,Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service
1507,7427-AUFPY,Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service
5447,8660-BUETV,Female,0,No,No,3,Yes,No,DSL,No,No,No,No
5920,9355-NPPFS,Female,1,No,No,26,Yes,No,Fiber optic,No,No,No,No
5340,5032-USPKF,Female,0,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,No
1570,3070-FNFZQ,Female,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service
5882,2138-VFAPZ,Female,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service
5320,5338-YHWYT,Male,0,No,Yes,37,Yes,No,DSL,Yes,Yes,No,Yes
4052,9667-EQRXU,Female,1,No,No,30,No,No phone service,DSL,No,No,Yes,No
5468,6437-UKHMV,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No
1436,9546-CQJSU,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No
5065,6551-ZCOTS,Male,1,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
3816,4304-XUMGI,Male,1,Yes,Yes,50,Yes,Yes,DSL,Yes,Yes,Yes,No
1674,2808-CHTDM,Female,0,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
4786,6749-UTDVX,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No
5050,7762-URZQH,Male,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,No
6080,9526-BIHHD,Male,0,No,No,1,No,No phone service,DSL,Yes,No,No,No
7020,9837-FWLCH,Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service
3235,4825-XJGDM,Female,0,No,No,61,No,No phone service,DSL,Yes,Yes,Yes,Yes
6621,6762-NSODU,Female,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2596,5837-LXSDN,Female,0,Yes,Yes,21,Yes,No,DSL,No,Yes,No,No
6949,3648-GZPHF,Male,0,Yes,Yes,32,No,No phone service,DSL,No,No,Yes,Yes
6648,2164-SOQXL,Female,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service
6500,9236-NDUCW,Female,0,No,No,21,No,No phone service,DSL,Yes,No,No,Yes
1244,2223-KAGMX,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service
3049,0268-QKIWO,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service
910,1907-UBQFC,Male,1,No,No,10,Yes,No,Fiber optic,No,Yes,No,No
5265,4274-DRSQT,Female,0,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No
2769,5577-OTWWW,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service
42,9867-JCZSP,Female,0,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service
3600,8623-TMRBY,Male,1,Yes,Yes,51,Yes,Yes,Fiber optic,No,Yes,Yes,No
5380,9689-PTNPG,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No
0,7590-VHVEG,Female,0,Yes,No,1,No,No phone service,DSL,No,Yes,No,No
772,3900-AQPHZ,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2340,0234-TEVTT,Female,0,Yes,Yes,48,No,No phone service,DSL,Yes,No,Yes,No
3003,2640-PMGFL,Male,0,No,Yes,27,Yes,Yes,Fiber optic,No,No,No,Yes
1626,9504-DSHWM,Male,0,No,No,20,Yes,Yes,DSL,Yes,No,No,Yes
1161,5868-CZJDR,Male,0,No,Yes,1,No,No phone service,DSL,No,Yes,No,No
360,9294-TDIPC,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service
6782,1596-OQSPS,Female,0,No,No,11,Yes,No,DSL,No,Yes,No,No
703,6942-LBFDP,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service
3629,7527-QNRUS,Male,0,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
4989,0909-SDHNU,Female,0,No,Yes,7,No,No phone service,DSL,Yes,No,No,No
6874,4926-UMJZD,Female,0,Yes,No,31,Yes,No,DSL,No,No,No,Yes
6824,8444-WRIDW,Female,1,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No
2577,4910-GMJOT,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No
1460,2952-QAYZF,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No
359,9833-TGFHX,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,No,No,No
4067,9140-CZQZZ,Female,0,Yes,No,68,Yes,No,DSL,Yes,Yes,No,Yes
4137,7777-UNYHB,Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2821,4102-OQUPX,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No
2830,1699-UOTXU,Male,0,No,No,60,Yes,No,DSL,Yes,Yes,Yes,No
308,3167-SNQPL,Male,1,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No
6741,2180-DXNEG,Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No
5701,6476-YHMGA,Female,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes
1484,2277-BKJKN,Female,1,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No
7007,2274-XUATA,Male,1,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes
2145,1391-UBDAR,Male,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No
502,3957-HHLMR,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,No,No,No
6479,4351-QLCSU,Female,0,No,No,1,Yes,No,DSL,No,No,No,No
6198,0071-NDAFP,Male,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
4336,3244-CQPHU,Female,1,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes
2391,7318-EIVKO,Male,0,No,No,8,Yes,Yes,DSL,No,No,No,No
3542,1301-LOPVR,Male,0,Yes,Yes,29,No,No phone service,DSL,Yes,Yes,Yes,Yes
6841,8217-QYOHV,Male,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes
735,7595-EHCDL,Male,0,Yes,Yes,32,No,No phone service,DSL,No,No,Yes,No
1813,0817-HSUSE,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes
819,4178-EGMON,Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,No,Yes
6609,1000-AJSLD,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service
518,0257-ZESQC,Female,1,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,No
1667,4403-BWPAY,Male,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
2570,9600-UDOPK,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No
6624,9888-ZCUMM,Male,0,Yes,Yes,64,No,No phone service,DSL,Yes,No,Yes,Yes
4657,6743-HHQPF,Male,0,Yes,No,42,No,No phone service,DSL,No,No,No,No
5573,5550-VFRLC,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No
1740,1222-KJNZD,Male,0,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service
2243,1013-QCWAM,Female,1,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,No
5375,9637-EIHEQ,Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes
3002,9513-DXHDA,Male,0,No,No,27,Yes,No,DSL,Yes,No,Yes,Yes
259,5046-NUHWD,Female,1,Yes,No,29,No,No phone service,DSL,Yes,No,Yes,No
145,5716-EZXZN,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes
4106,9189-JWSHV,Female,1,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No
588,0742-LAFQK,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No
4919,8242-PDSGJ,Male,0,Yes,No,70,No,No phone service,DSL,Yes,No,Yes,Yes
4779,0480-BIXDE,Female,0,Yes,No,19,Yes,No,Fiber optic,No,No,Yes,No
1192,1579-KLYDT,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No
3264,6818-DJXAA,Female,0,No,Yes,10,Yes,No,Fiber optic,No,No,Yes,Yes
4611,0626-QXNGV,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
3529,2880-FPNAE,Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No
1611,1971-DTCZB,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes
5668,0147-ESWWR,Female,1,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,Yes
5743,2384-OVPSA,Female,1,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service
482,4612-SSVHJ,Female,1,No,No,20,Yes,No,Fiber optic,No,No,No,No
1264,6244-BESBM,Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,No,No,Yes
929,8812-ZRHFP,Female,0,Yes,Yes,30,Yes,No,Fiber optic,No,No,Yes,No
3363,3474-BAFSJ,Male,0,Yes,No,57,No,No phone service,DSL,No,Yes,Yes,Yes
3150,6029-CSMJE,Male,0,No,No,17,No,No phone service,DSL,No,No,No,No
6832,9173-IVZVP,Female,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service
1022,8242-SOQUO,Female,1,No,No,5,Yes,No,Fiber optic,No,Yes,No,No
6994,0804-YGEQV,Female,0,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service
218,2040-LDIWQ,Male,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,Yes,Yes
6011,5917-HBSDW,Female,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service
770,7706-DZNKK,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service
1991,0607-MVMGC,Male,0,Yes,Yes,45,Yes,Yes,DSL,No,Yes,Yes,No
374,6862-CQUMB,Male,0,No,No,37,Yes,No,Fiber optic,No,Yes,No,No
4598,4929-ROART,Male,0,No,No,18,Yes,Yes,DSL,Yes,No,No,No
